@RELATION camel-1.4-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
4,1,11,5,8,0,38,1
2,1,5,0,5,1,23,0
6,2,13,0,6,3,58,0
2,1,9,0,4,1,68,0
7,0,31,2,11,21,163,0
7,3,28,0,12,0,227,0
2,1,2,0,22,1,2,0
1,1,1,0,4,0,1,0
2,1,2,0,4,1,2,0
2,2,3,0,2,1,10,1
4,1,17,0,7,6,39,0
24,2,55,6,27,30,207,1
3,3,9,0,8,0,44,0
47,1,81,0,7,829,700,0
3,1,9,0,4,1,47,0
3,2,5,0,1,3,12,0
20,1,86,0,18,188,739,1
2,5,7,0,4,0,25,0
